ID,Status Bancario,Duracion del Credito,Historial Crediticio,Proposito del Credito,Monto Solicitado,Ahorro,Antiguedad Empleo,Tasa de pago,Sexo y Estado Civil,Deudores o Avales,Tiempo de Residencia,Propiedad,Edad,Otros pagos,Alojamiento,Credito Otorgados,Tipo de Empleo,Personas Responsables,Telefono,Extranjero
903,no checking account,36,critical account,car (used),10477,unknown/ no savings account,.. >= 7 years,2,single,none,4,unknown / no property,42,none,for free,2,skilled employee / official,1,none,yes
904,no checking account,15,existing credits paid back duly till now,radio/television,1386,unknown/ no savings account,1<= ... < 4 years,4,married/widowed,none,2,real estate,40,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes
905,no checking account,24,existing credits paid back duly till now,radio/television,1278,... <100 DM,.. >= 7 years,4,single,none,1,real estate,36,none,own,1,management/ self-employed,1,"yes, registered under the customers name",yes
906,... <0 DM,12,existing credits paid back duly till now,radio/television,1107,... <100 DM,1<= ... < 4 years,2,single,none,2,real estate,20,none,rent,1,management/ self-employed,2,"yes, registered under the customers name",yes
907,... <0 DM,21,existing credits paid back duly till now,car (new),3763,unknown/ no savings account,4<= ... < 7 years,2,single,co-applicant,2,real estate,24,none,own,1,unskilled - resident,1,none,no
908,0 <= ... <200 DM,36,existing credits paid back duly till now,education,3711,unknown/ no savings account,1<= ... < 4 years,2,married/widowed,none,2,"car or other, not in attribute 6",27,none,own,1,skilled employee / official,1,none,yes
909,no checking account,15,delay in paying off in the past,car (used),3594,... <100 DM,... < 1 year,1,divorced/separated/married,none,2,building society savings agreement,46,none,own,2,unskilled - resident,1,none,yes
910,0 <= ... <200 DM,9,existing credits paid back duly till now,car (new),3195,unknown/ no savings account,1<= ... < 4 years,1,divorced/separated/married,none,2,real estate,33,none,own,1,unskilled - resident,1,none,yes
911,no checking account,36,delay in paying off in the past,radio/television,4454,... <100 DM,1<= ... < 4 years,4,divorced/separated/married,none,4,real estate,34,none,own,2,skilled employee / official,1,none,yes
912,0 <= ... <200 DM,24,critical account,furniture/equipment,4736,... <100 DM,... < 1 year,2,divorced/separated/married,none,4,"car or other, not in attribute 6",25,bank,own,1,unskilled - resident,1,none,yes
913,0 <= ... <200 DM,30,existing credits paid back duly till now,radio/television,2991,unknown/ no savings account,.. >= 7 years,2,divorced/separated/married,none,4,"car or other, not in attribute 6",25,none,own,1,skilled employee / official,1,none,yes
914,no checking account,11,existing credits paid back duly till now,business,2142,.. >= 1000 DM,.. >= 7 years,1,divorced/separated,none,2,real estate,28,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
915,... <0 DM,24,all credits at this bank paid back duly,business,3161,... <100 DM,1<= ... < 4 years,4,single,none,2,building society savings agreement,31,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes
916,0 <= ... <200 DM,48,no credits taken,others,18424,... <100 DM,1<= ... < 4 years,1,divorced/separated/married,none,2,building society savings agreement,32,bank,own,1,management/ self-employed,1,"yes, registered under the customers name",no
917,no checking account,10,existing credits paid back duly till now,car (used),2848,100 <= ... <500 DM,1<= ... < 4 years,1,single,co-applicant,2,real estate,32,none,own,1,skilled employee / official,2,none,yes
918,... <0 DM,6,existing credits paid back duly till now,car (new),14896,... <100 DM,.. >= 7 years,1,single,none,4,unknown / no property,68,bank,own,1,management/ self-employed,1,"yes, registered under the customers name",yes
919,... <0 DM,24,existing credits paid back duly till now,furniture/equipment,2359,100 <= ... <500 DM,unemployed,1,divorced/separated,none,1,building society savings agreement,33,none,own,1,skilled employee / official,1,none,yes
920,... <0 DM,24,existing credits paid back duly till now,furniture/equipment,3345,... <100 DM,.. >= 7 years,4,single,none,2,building society savings agreement,39,none,rent,1,management/ self-employed,1,"yes, registered under the customers name",yes
921,no checking account,18,critical account,furniture/equipment,1817,... <100 DM,1<= ... < 4 years,4,divorced/separated/married,none,2,unknown / no property,28,none,own,2,skilled employee / official,1,none,yes
922,no checking account,48,delay in paying off in the past,radio/television,12749,500 <= ... < 1000 DM,4<= ... < 7 years,4,single,none,1,"car or other, not in attribute 6",37,none,own,1,management/ self-employed,1,"yes, registered under the customers name",yes
923,... <0 DM,9,existing credits paid back duly till now,radio/television,1366,... <100 DM,... < 1 year,3,divorced/separated/married,none,4,building society savings agreement,22,none,rent,1,skilled employee / official,1,none,yes
924,0 <= ... <200 DM,12,existing credits paid back duly till now,car (new),2002,... <100 DM,4<= ... < 7 years,3,single,none,4,building society savings agreement,30,none,rent,1,skilled employee / official,2,"yes, registered under the customers name",yes
925,... <0 DM,24,all credits at this bank paid back duly,furniture/equipment,6872,... <100 DM,... < 1 year,2,divorced/separated,none,1,building society savings agreement,55,bank,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
926,... <0 DM,12,all credits at this bank paid back duly,car (new),697,... <100 DM,... < 1 year,4,single,none,2,"car or other, not in attribute 6",46,bank,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
927,... <0 DM,18,critical account,furniture/equipment,1049,... <100 DM,... < 1 year,4,divorced/separated/married,none,4,building society savings agreement,21,none,rent,1,skilled employee / official,1,none,yes
928,... <0 DM,48,existing credits paid back duly till now,car (used),10297,... <100 DM,4<= ... < 7 years,4,single,none,4,unknown / no property,39,stores,for free,3,skilled employee / official,2,"yes, registered under the customers name",yes
929,no checking account,30,existing credits paid back duly till now,radio/television,1867,unknown/ no savings account,.. >= 7 years,4,single,none,4,"car or other, not in attribute 6",58,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
930,... <0 DM,12,delay in paying off in the past,car (new),1344,... <100 DM,1<= ... < 4 years,4,single,none,2,real estate,43,none,own,2,unskilled - resident,2,none,yes
931,... <0 DM,24,existing credits paid back duly till now,furniture/equipment,1747,... <100 DM,... < 1 year,4,single,co-applicant,1,building society savings agreement,24,none,own,1,unskilled - resident,1,none,no
932,0 <= ... <200 DM,9,existing credits paid back duly till now,radio/television,1670,... <100 DM,... < 1 year,4,divorced/separated/married,none,2,"car or other, not in attribute 6",22,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
933,no checking account,9,critical account,car (new),1224,... <100 DM,1<= ... < 4 years,3,single,none,1,real estate,30,none,own,2,skilled employee / official,1,none,yes
934,no checking account,12,critical account,radio/television,522,500 <= ... < 1000 DM,.. >= 7 years,4,single,none,4,building society savings agreement,42,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes
935,... <0 DM,12,existing credits paid back duly till now,radio/television,1498,... <100 DM,1<= ... < 4 years,4,divorced/separated/married,none,1,"car or other, not in attribute 6",23,bank,own,1,skilled employee / official,1,none,yes
936,0 <= ... <200 DM,30,delay in paying off in the past,radio/television,1919,100 <= ... <500 DM,... < 1 year,4,single,none,3,unknown / no property,30,stores,own,2,management/ self-employed,1,none,yes
937,... >= 200 DM ,9,existing credits paid back duly till now,radio/television,745,... <100 DM,1<= ... < 4 years,3,divorced/separated/married,none,2,real estate,28,none,own,1,unskilled - resident,1,none,yes
938,0 <= ... <200 DM,6,existing credits paid back duly till now,radio/television,2063,... <100 DM,... < 1 year,4,married/widowed,none,3,"car or other, not in attribute 6",30,none,rent,1,management/ self-employed,1,"yes, registered under the customers name",yes
939,0 <= ... <200 DM,60,existing credits paid back duly till now,education,6288,... <100 DM,1<= ... < 4 years,4,single,none,4,unknown / no property,42,none,for free,1,skilled employee / official,1,none,yes
940,no checking account,24,critical account,car (used),6842,unknown/ no savings account,1<= ... < 4 years,2,single,none,4,building society savings agreement,46,none,own,2,management/ self-employed,2,"yes, registered under the customers name",yes
941,no checking account,12,existing credits paid back duly till now,car (new),3527,unknown/ no savings account,... < 1 year,2,single,none,3,building society savings agreement,45,none,own,1,management/ self-employed,2,"yes, registered under the customers name",yes
942,no checking account,10,existing credits paid back duly till now,car (new),1546,... <100 DM,1<= ... < 4 years,3,single,none,2,real estate,31,none,own,1,unskilled - resident,2,none,no
943,no checking account,24,existing credits paid back duly till now,furniture/equipment,929,unknown/ no savings account,4<= ... < 7 years,4,single,none,2,"car or other, not in attribute 6",31,stores,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
944,no checking account,4,critical account,car (new),1455,... <100 DM,4<= ... < 7 years,2,single,none,1,real estate,42,none,own,3,unskilled - resident,2,none,yes
945,... <0 DM,15,existing credits paid back duly till now,furniture/equipment,1845,... <100 DM,... < 1 year,4,divorced/separated/married,guarantor,1,building society savings agreement,46,none,rent,1,skilled employee / official,1,none,yes
946,0 <= ... <200 DM,48,no credits taken,car (new),8358,500 <= ... < 1000 DM,... < 1 year,1,divorced/separated/married,none,1,"car or other, not in attribute 6",30,none,own,2,skilled employee / official,1,none,yes
947,... <0 DM,24,all credits at this bank paid back duly,furniture/equipment,3349,500 <= ... < 1000 DM,... < 1 year,4,single,none,4,unknown / no property,30,none,for free,1,skilled employee / official,2,"yes, registered under the customers name",yes
948,no checking account,12,existing credits paid back duly till now,car (new),2859,unknown/ no savings account,unemployed,4,single,none,4,unknown / no property,38,none,own,1,management/ self-employed,1,"yes, registered under the customers name",yes
949,no checking account,18,existing credits paid back duly till now,furniture/equipment,1533,... <100 DM,... < 1 year,4,married/widowed,co-applicant,1,building society savings agreement,43,none,own,1,unskilled - resident,2,none,yes
950,no checking account,24,existing credits paid back duly till now,radio/television,3621,100 <= ... <500 DM,.. >= 7 years,2,single,none,4,"car or other, not in attribute 6",31,none,own,2,skilled employee / official,1,none,yes
951,0 <= ... <200 DM,18,critical account,business,3590,... <100 DM,unemployed,3,married/widowed,none,3,"car or other, not in attribute 6",40,none,own,3,unemployed/ unskilled- non-resident,2,"yes, registered under the customers name",yes
952,... <0 DM,36,delay in paying off in the past,business,2145,... <100 DM,4<= ... < 7 years,2,single,none,1,"car or other, not in attribute 6",24,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
